Food code,Main food description,WWEIA Category number,WWEIA Category description,Seq num,Portion description,Portion weight (g)
11461220,"Frozen yogurt bar, chocolate",5802,Ice cream and frozen dairy desserts,1,1 bar,65.0
11461250,"Frozen yogurt cone, chocolate",5802,Ice cream and frozen dairy desserts,1,1 cone,125.0
11461260,"Frozen yogurt cone, vanilla",5802,Ice cream and frozen dairy desserts,1,1 cone,125.0
11461300,"Frozen yogurt cone, vanilla, waffle cone",5802,Ice cream and frozen dairy desserts,1,1 cone,255.0
11461320,"Frozen yogurt cone, chocolate, waffle cone",5802,Ice cream and frozen dairy desserts,1,1 cone,255.0
11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,1,1 tablespoon,15.0
11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,2,1 jar,110.0
11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,3,1 tub,110.0
11480000,"Baby Toddler food, NFS",9007,Baby food: mixtures,4,1 pouch,110.0
11480010,"Baby Toddler yogurt, plain",9010,Baby food: yogurt,1,1 tablespoon,15.0
11480010,"Baby Toddler yogurt, plain",9010,Baby food: yogurt,2,1 container,110.0
11480010,"Baby Toddler yogurt, plain",9010,Baby food: yogurt,3,1 pouch,110.0
11480100,"Baby Toddler yogurt, with fruit",9010,Baby food: yogurt,1,1 tablespoon,15.0
11480100,"Baby Toddler yogurt, with fruit",9010,Baby food: yogurt,2,1 container,110.0
11480100,"Baby Toddler yogurt, with fruit",9010,Baby food: yogurt,3,1 pouch,110.0
11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",1,1 cup,248.0
11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",5,1 individual school container,248.0
11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",1,1 cup,248.0
11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",2,1 fl oz,31.0
11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",5,1 individual school container,248.0
11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",5,1 individual school container,248.0
11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",1,1 cup,248.0
11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",5,1 individual school container,248.0
11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",1,1 fl oz,31.0
11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",2,1 cup,248.0
11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",3,1 individual school container,248.0
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",1,1 cup,248.0
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",3,1 individual school container,248.0
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,"Flavored milk, lowfat",1,1 cup,248.0
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,"Flavored milk, lowfat",1,1 cup,248.0
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11512010,"Hot chocolate / Cocoa, ready to drink",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11512010,"Hot chocolate / Cocoa, ready to drink",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1208,"Flavored milk, nonfat",1,1 cup,248.0
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1404,Milk substitutes,1,1 cup,248.0
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1404,Milk substitutes,2,1 fl oz,31.0
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513100,"Chocolate milk, made from dry mix with whole milk",1202,"Flavored milk, whole",1,1 cup,248.0
11513100,"Chocolate milk, made from dry mix with whole milk",1202,"Flavored milk, whole",2,1 fl oz,31.0
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513300,"Chocolate milk, made from dry mix with fat free milk",1208,"Flavored milk, nonfat",1,1 cup,248.0
11513300,"Chocolate milk, made from dry mix with fat free milk",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11513310,"Chocolate milk, made from dry mix with non-dairy milk",1404,Milk substitutes,1,1 cup,248.0
11513310,"Chocolate milk, made from dry mix with non-dairy milk",1404,Milk substitutes,2,1 fl oz,31.0
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1202,"Flavored milk, whole",1,1 cup,248.0
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1202,"Flavored milk, whole",2,1 fl oz,31.0
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1206,"Flavored milk, lowfat",1,1 cup,248.0
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1208,"Flavored milk, nonfat",1,1 cup,248.0
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,1,1 cup,248.0
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,2,1 fl oz,31.0
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,1,1 cup,248.0
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1404,Milk substitutes,2,1 fl oz,31.0
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513500,"Chocolate milk, made from syrup with whole milk",1202,"Flavored milk, whole",1,1 cup,248.0
11513500,"Chocolate milk, made from syrup with whole milk",1202,"Flavored milk, whole",2,1 fl oz,31.0
11513550,"Chocolate milk, made from syrup with reduced fat milk",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513550,"Chocolate milk, made from syrup with reduced fat milk",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513600,"Chocolate milk, made from syrup with low fat milk",1206,"Flavored milk, lowfat",1,1 cup,248.0
11513600,"Chocolate milk, made from syrup with low fat milk",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11513700,"Chocolate milk, made from syrup with fat free milk",1208,"Flavored milk, nonfat",1,1 cup,248.0
11513700,"Chocolate milk, made from syrup with fat free milk",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11513750,"Chocolate milk, made from syrup with non-dairy milk",1404,Milk substitutes,1,1 cup,248.0
11513750,"Chocolate milk, made from syrup with non-dairy milk",1404,Milk substitutes,2,1 fl oz,31.0
11513801,"Chocolate milk, made from light syrup with whole milk",1202,"Flavored milk, whole",1,1 cup,248.0
11513801,"Chocolate milk, made from light syrup with whole milk",1202,"Flavored milk, whole",2,1 fl oz,31.0
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11513803,"Chocolate milk, made from light syrup with low fat milk",1206,"Flavored milk, lowfat",1,1 cup,248.0
11513803,"Chocolate milk, made from light syrup with low fat milk",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11513804,"Chocolate milk, made from light syrup with fat free milk",1208,"Flavored milk, nonfat",1,1 cup,248.0
11513804,"Chocolate milk, made from light syrup with fat free milk",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1202,"Flavored milk, whole",1,1 cup,248.0
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1202,"Flavored milk, whole",2,1 fl oz,31.0
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1208,"Flavored milk, nonfat",2,1 cup,248.0
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1208,"Flavored milk, nonfat",3,1 fl oz,31.0
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1208,"Flavored milk, nonfat",5,"1 packet, reconstituted",206.0
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1202,"Flavored milk, whole",1,1 cup,248.0
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1202,"Flavored milk, whole",2,1 fl oz,31.0
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1202,"Flavored milk, whole",3,"1 packet, reconstituted",211.0
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",3,"1 packet, reconstituted",211.0
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1206,"Flavored milk, lowfat",1,1 cup,248.0
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1206,"Flavored milk, lowfat",3,"1 packet, reconstituted",211.0
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1208,"Flavored milk, nonfat",1,1 cup,248.0
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1208,"Flavored milk, nonfat",2,1 fl oz,31.0
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1208,"Flavored milk, nonfat",3,"1 packet, reconstituted",211.0
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1404,Milk substitutes,1,1 cup,248.0
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1404,Milk substitutes,2,1 fl oz,31.0
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1404,Milk substitutes,3,"1 packet, reconstituted",211.0
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1208,"Flavored milk, nonfat",1,"1 packet, reconstituted",194.0
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1208,"Flavored milk, nonfat",2,1 cup,248.0
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1208,"Flavored milk, nonfat",3,1 fl oz,31.0
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1202,"Flavored milk, whole",1,"1 packet, reconstituted",199.0
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1202,"Flavored milk, whole",2,1 cup,248.0
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1202,"Flavored milk, whole",3,1 fl oz,31.0
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",1,"1 packet, reconstituted",199.0
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",2,1 cup,248.0
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1204,"Flavored milk, reduced fat",3,1 fl oz,31.0
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1206,"Flavored milk, lowfat",1,"1 packet, reconstituted",199.0
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1206,"Flavored milk, lowfat",2,1 cup,248.0
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1206,"Flavored milk, lowfat",3,1 fl oz,31.0
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1208,"Flavored milk, nonfat",1,"1 packet, reconstituted",199.0
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1208,"Flavored milk, nonfat",2,1 cup,248.0
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1208,"Flavored milk, nonfat",3,1 fl oz,31.0
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1404,Milk substitutes,1,"1 packet, reconstituted",199.0
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1404,Milk substitutes,2,1 cup,248.0
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1404,Milk substitutes,3,1 fl oz,31.0
11519040,"Strawberry milk, NFS",1204,"Flavored milk, reduced fat",1,1 fl oz,31.0
11519040,"Strawberry milk, NFS",1204,"Flavored milk, reduced fat",2,1 cup,248.0
11519040,"Strawberry milk, NFS",1204,"Flavored milk, reduced fat",3,1 individual school container,248.0
11519050,"Strawberry milk, whole",1202,"Flavored milk, whole",1,1 cup,248.0
11519050,"Strawberry milk, whole",1202,"Flavored milk, whole",2,1 fl oz,31.0
11519050,"Strawberry milk, whole",1202,"Flavored milk, whole",5,1 individual school container,248.0
11519105,"Strawberry milk, reduced fat",1204,"Flavored milk, reduced fat",1,1 cup,248.0
11519105,"Strawberry milk, reduced fat",1204,"Flavored milk, reduced fat",2,1 fl oz,31.0
11519105,"Strawberry milk, reduced fat",1204,"Flavored milk, reduced fat",3,1 individual school container,248.0
11519200,"Strawberry milk, low fat",1206,"Flavored milk, lowfat",1,1 cup,248.0
11519200,"Strawberry milk, low fat",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11519200,"Strawberry milk, low fat",1206,"Flavored milk, lowfat",3,1 individual school container,248.0
11519205,"Strawberry milk, fat free",1208,"Flavored milk, nonfat",1,1 fl oz,31.0
11519205,"Strawberry milk, fat free",1208,"Flavored milk, nonfat",2,1 cup,248.0
11519205,"Strawberry milk, fat free",1208,"Flavored milk, nonfat",3,1 individual school container,248.0
11519210,"Strawberry milk, reduced sugar",1206,"Flavored milk, lowfat",1,1 cup,248.0
11519210,"Strawberry milk, reduced sugar",1206,"Flavored milk, lowfat",2,1 fl oz,31.0
11519210,"Strawberry milk, reduced sugar",1206,"Flavored milk, lowfat",3,1 individual school container,248.0
11519215,"Strawberry milk, non-dairy",1404,Milk substitutes,1,1 cup,248.0
11519215,"Strawberry milk, non-dairy",1404,Milk substitutes,2,1 fl oz,31.0
11526000,"Milk, malted",1204,"Flavored milk, reduced fat",1,1 cup,256.0
11526000,"Milk, malted",1204,"Flavored milk, reduced fat",2,1 fl oz,32.0
11531000,Eggnog,1402,Milk shakes and other dairy drinks,1,1 cup,256.0
11531000,Eggnog,1402,Milk shakes and other dairy drinks,2,1 fl oz,32.0
11541110,"Milk shake, home recipe, chocolate",1402,Milk shakes and other dairy drinks,1,1 fl oz,28.0
11541110,"Milk shake, home recipe, chocolate",1402,Milk shakes and other dairy drinks,2,1 milkshake (10 fl oz),280.0
11541110,"Milk shake, home recipe, chocolate",1402,Milk shakes and other dairy drinks,3,1 cup,224.0
11541120,"Milk shake, home recipe, flavors other than chocolate",1402,Milk shakes and other dairy drinks,1,1 fl oz,28.0
11541120,"Milk shake, home recipe, flavors other than chocolate",1402,Milk shakes and other dairy drinks,2,1 milkshake (10 fl oz),280.0
11541120,"Milk shake, home recipe, flavors other than chocolate",1402,Milk shakes and other dairy drinks,3,1 cup,224.0
11541130,"Milk shake, home recipe, chocolate, light",1402,Milk shakes and other dairy drinks,1,1 fl oz,28.0
11541130,"Milk shake, home recipe, chocolate, light",1402,Milk shakes and other dairy drinks,2,1 cup,224.0
11541135,"Milk shake, home recipe, flavors other than chocolate, light",1402,Milk shakes and other dairy drinks,1,1 fl oz,28.0
11541135,"Milk shake, home recipe, flavors other than chocolate, light",1402,Milk shakes and other dairy drinks,2,1 cup,224.0
11541400,Milk shake with malt,1402,Milk shakes and other dairy drinks,1,1 fl oz,28.0
11541400,Milk shake with malt,1402,Milk shakes and other dairy drinks,2,1 milkshake (10 fl oz),280.0
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,2,1 small,405.0
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,3,1 medium,526.0
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,4,1 large,690.0
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,5,1 fl oz,28.0
11542100,"Milk shake, fast food, chocolate",1402,Milk shakes and other dairy drinks,6,1 cup,224.0
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,2,1 small,405.0
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,3,1 medium,526.0
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,4,1 large,690.0
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,5,1 fl oz,28.0
11542200,"Milk shake, fast food, flavors other than chocolate",1402,Milk shakes and other dairy drinks,6,1 cup,224.0
11543000,"Milk shake, bottled, chocolate",1402,Milk shakes and other dairy drinks,1,1 fl oz,31.0
11543000,"Milk shake, bottled, chocolate",1402,Milk shakes and other dairy drinks,2,1 cup,248.0
11543000,"Milk shake, bottled, chocolate",1402,Milk shakes and other dairy drinks,3,1 bottle (12 fl oz),372.0
11543010,"Milk shake, bottled, flavors other than chocolate",1402,Milk shakes and other dairy drinks,1,1 fl oz,31.0
11543010,"Milk shake, bottled, flavors other than chocolate",1402,Milk shakes and other dairy drinks,2,1 cup,248.0
